add,value
广东省广州市白云区保利西海岸江海花园,34628.89844
广东省广州市白云区鹤龙街道黄边安怀里,16524.80078
广东省广州市白云区鹤龙街道乐得花园,17336.80078
广东省广州市白云区鹤龙街联边彭西一街,19328.19922
广东省广州市白云区黄石花园,22894.30078
广东省广州市白云区黄石街白云尚城,18130.69922
广东省广州市白云区江高镇大田村海口直街,12725.5
广东省广州市白云区江高镇神山北街,15852.2002
广东省广州市白云区江高镇珠江村新贝路,21452.80078
广东省广州市白云区江夏流铁岗,23977
广东省广州市白云区金沙街道金沙洲中海金洲馨园,15464.7002
广东省广州市白云区金沙洲保利西子湾,16753.59961
广东省广州市白云区京溪街道广州大道北,26918.5
广东省广州市白云区景云路景云居,33346.19922
广东省广州市白云区梅滨大厦,26923.90039
广东省广州市白云区南航明珠酒店,13263.09961
广东省广州市白云区麒麟新村三街二巷,29353.09961
广东省广州市白云区人和镇清河渡头街,11080.5
广东省广州市白云区人和镇人和商业街,17330.80078
广东省广州市白云区人和镇西成路蔚徕酒店,17330.30078
广东省广州市白云区三元里街道棠下三官后街,18121.19922
广东省广州市白云区石井街道玖兴公寓,23746.30078
广东省广州市白云区石井街道石潭路,22083
广东省广州市白云区时代玫瑰园,18392.80078
广东省广州市白云区太和镇黄庄万科蓝山,21452.80078
广东省广州市白云区棠景街道岗贝路贝丽花园,26146.30078
广东省广州市白云区棠景街道乐嘉路,23531.40039
广东省广州市白云区棠景街国强北街,23531
广东省广州市白云区同德街道同嘉路,23266.30078
广东省广州市白云区同德街道西槎路同景东街,23855.5
广东省广州市白云区同和街道石桥七巷,16556.80078
广东省广州市白云区同和街道同沙路云东小区,17901.59961
广东省广州市白云区同景东街,26057.09961
广东省广州市白云区心谊路,22783.5
广东省广州市白云区永平街道百顺北路,28745.5
广东省广州市白云区永平街道永泰中街,25102.09961
广东省广州市白云区元邦航空家园,23043.40039
广东省广州市从化区城郊街新雍丽酒店,17028.80078
广东省广州市番禺区碧桂园东苑倚翠路,16805.90039
广东省广州市番禺区大龙街道东湖洲花园,26181.19922
广东省广州市番禺区大龙街尚东尚筑,24390.5
广东省广州市番禺区东环街道金山谷花园,23007.5
广东省广州市番禺区甘棠村东环街大社坊中心街,20968.80078
广东省广州市番禺区金山谷花园,23007.5
广东省广州市番禺区名伦花园,15301.5
广东省广州市番禺区南村镇雅居乐北苑,25559.40039
广东省广州市番禺区祈福新村活力花园,28513.80078
广东省广州市番禺区祈福新村祈福名都,28786.19922
广东省广州市番禺区桥南街道陈涌村,28334.80078
广东省广州市番禺区沙湾街道荷景一区,17521.19922
广东省广州市番禺区石楼镇亚运城媒体村,21900.40039
广东省广州市番禺区市桥街道仓边大街,23089.5
广东省广州市番禺区市桥街道维也纳市桥中心店,16457
广东省广州市番禺区市桥街丽柏酒店,19891.19922
广东省广州市番禺区未来域,17044.09961
广东省广州市番禺区星河湾半岛,30928.30078
广东省广州市番禺区钟村街道鸿福路,27313.90039
广东省广州市番禺区钟村街道祈福缤纷汇,24809.5
广东省广州市番禺区钟村街道祈福名都,28786.19922
广东省广州市番禺区钟村街道倚翠苑,19219.80078
广东省广州市海珠区滨江街道沙地直街,34742
广东省广州市海珠区昌岗街道金盛大厦,32289.30078
广东省广州市海珠区昌岗街道细岗路,37116.60156
广东省广州市海珠区赤岗街道石榴岗路,30574.19922
广东省广州市海珠区赤岗街道纵横公寓,27316
广东省广州市海珠区赤岗街新港中路影城花园,33759
广东省广州市海珠区凤阳街道和平家园,34405.30078
广东省广州市海珠区凤阳街道泰沙路马岗顶,33055.10156
广东省广州市海珠区革新路船舶太古酒店,28054.5
广东省广州市海珠区华洲街道土华洪福新村,19010
广东省广州市海珠区江海街道大塘东边街,28375.90039
广东省广州市海珠区江海街道台涌村新街,27671.80078
广东省广州市海珠区江海街石榴岗路,26857.5
广东省广州市海珠区江南中街道南村聚源八巷,26954.30078
广东省广州市海珠区江南中街道前进路聚龙新街,35539.89844
广东省广州市海珠区江悦酒店,23208.59961
广东省广州市海珠区锦江之星,32087.09961
广东省广州市海珠区龙凤街道凤凰二街,43083
广东省广州市海珠区龙凤街道革新路银山尚橙小区,29798.30078
广东省广州市海珠区龙凤街道江南乐居苑,40681.39844
广东省广州市海珠区龙凤街道金沙路富力现代,36093
广东省广州市海珠区南华西街道同福西路,28761.09961
广东省广州市海珠区南华西街道万科华庭,32695.69922
广东省广州市海珠区南石头街道保利花园,29673.90039
广东省广州市海珠区南石头街鸡春岗新街,26365.40039
广东省广州市海珠区南洲街道上冲桥南新街,28696
广东省广州市海珠区琶洲街道琶洲新村,38643.10156
广东省广州市海珠区琶洲街道阅江路,40198.39844
广东省广州市海珠区琶洲街道阅江中路保利天悦,44632.5
广东省广州市海珠区瑞宝街道金碧花园,30178.80078
广东省广州市海珠区瑞宝街道金恒北一街24号102房,33444
广东省广州市海珠区瑞宝街道瑞源街,29289
广东省广州市海珠区瑞宝街道瑞源街二十巷,29899.80078
广东省广州市海珠区沙园街昌岗中路,34234.39844
广东省广州市海珠区沙园街昌岗中路,34234.39844
广东省广州市海珠区沙园街道水榕路中海橡园,38319
广东省广州市海珠区石溪涌边街9号,26340.69922
广东省广州市海珠区小港路涌边东九巷,24290.19922
广东省广州市海珠区新港街道中大浦园,32324.80078
广东省广州市海珠区新港街国际轻纺城双子星城星辰轩,27525.59961
广东省广州市花城街道茶园路,13335.2998
广东省广州市花都区花城街道南航花园,16997.30078
广东省广州市花都区花城街道长岗村,15614.5
广东省广州市花都区沙芒南5巷,14338.90039
广东省广州市花都区狮岭镇合成村,9418.179688
广东省广州市花都区新华街宾馆新村,12366.40039
广东省广州市花都区新华街道建设北路,13338.7998
广东省广州市花都区新华街道景雅轩小区,13848.2002
广东省广州市花都区新华街道田美村,16870.30078
广东省广州市花都区新华街锦尚蓬莱,16220.7002
广东省广州市花都区新雅街道合和新城锦华,13054.2002
广东省广州市花都区秀全街雅宝新城英伦世家,14477.2998
广东省广州市花都区自由人花园2期,14307.59961
广东省广州市黄埔区大沙街丰乐北路君和名城,24212.30078
广东省广州市黄埔区红山街道红荔西路,20810
广东省广州市黄埔区金碧世纪花园,25671.19922
广东省广州市黄埔区九龙镇万科幸福誉,17361.69922
广东省广州市黄埔区联和街保利林语山庄芳林二街,29133.40039
广东省广州市黄埔区联和街道岭南山畔,29122.09961
广东省广州市黄埔区南岗街广海路亨元花园,18056.90039
广东省广州市黄埔区夏港街蓝玉五街,18959.90039
广东省广州市黄埔区云埔街道东荟城,25483
广东省广州市黄埔区云埔街道榕村西街,17760.5
广东省广州市黄埔区云埔街道中海誉城,32012.30078
广东省广州市黄埔区云埔街万科金色梦想,32930.5
广东省广州市黄埔区长岭街道萝岗和苑,31671.19922
广东省广州市荔湾区冲口街道招村南胜九巷,22116.59961
广东省广州市荔湾区多宝街道御景壹号,27125.90039
广东省广州市荔湾区花地街道恒荔湾畔,25982.59961
广东省广州市荔湾区华林街道光复中路丽枫酒店长寿东路店,30845.19922
广东省广州市荔湾区华林街道文昌南路,29121.69922
广东省广州市荔湾区金花街道龙津中路,35275.5
广东省广州市荔湾区金花街道芦荻街,37544
广东省广州市荔湾区石围塘街道兴东路,23980.5
广东省广州市荔湾区石围塘街凯粤湾,23711.69922
广东省广州市荔湾区中海花湾,25019.30078
广东省广州市南沙区碧桂园天玺湾小区,18801.09961
广东省广州市南沙区叠翠峰,20092.90039
广东省广州市南沙区黄阁镇璧珑湾,22661.19922
广东省广州市南沙区黄阁镇万科南方公元,18794.90039
广东省广州市南沙区榄核镇蔡源东街,15880.2002
广东省广州市南沙区南沙街坦头村槽船一街,19076.19922
广东省广州市天河区车陂街道城市假日园,16718.90039
广东省广州市天河区车陂街林南文化酒店,24401.30078
广东省广州市天河区车陂街美好居,27579.90039
广东省广州市天河区凤凰街道渔兴路,26074
广东省广州市天河区海景花园,33403.39844
广东省广州市天河区合景路,22619.90039
广东省广州市天河区猎德街道猎德花园,59057.10156
广东省广州市天河区猎德街猎德复建房,62078.39844
广东省广州市天河区前进街盈彩美居街彩轩,21047.69922
广东省广州市天河区石牌街暨南大学羊城苑,43457.19922
广东省广州市天河区棠下荷光广州锦顺酒店,39674.10156
广东省广州市天河区棠下街道棠德花苑,21735
广东省广州市天河区棠下街道棠石路新景苑小区,30743.69922
广东省广州市天河区棠下街枫叶路棠雅苑,58750.69922
广东省广州市天河区棠下街华景新城陶然庭苑,42994.10156
广东省广州市天河区体育西小区,57663.5
广东省广州市天河区天河新作,45129.89844
广东省广州市天河区冼村街道华明路,51328.60156
广东省广州市天河区冼村街道马场路富力花园,80457.60156
广东省广州市天河区冼村街道潭村路珠光御景,89166.60156
广东省广州市天河区冼村街道潭村珠光新城御景,93567
广东省广州市天河区冼村街道珠光新城御景二期,93928.89844
广东省广州市天河区新塘街华观路云城米酷,20253.09961
广东省广州市天河区兴华街道沙太南路,24653
广东省广州市天河区兴华街道粤垦路金燕花苑,33294.10156
广东省广州市天河区兴华街沙太南路,28272.69922
广东省广州市天河区中南街道南丫村,18239.69922
广东省广州市越秀区北京街道起义路,34864.60156
广东省广州市越秀区大东街道东川路,46073.69922
广东省广州市越秀区登峰街道下塘宝汉直街,61473.19922
广东省广州市越秀区光塔街道起义路,34864.60156
广东省广州市越秀区光塔街解放中路,39405.69922
广东省广州市越秀区华乐街华侨新村光明路,37884.19922
广东省广州市越秀区黄花岗街东风东路,51414.5
广东省广州市越秀区流花街道,36609.39844
广东省广州市越秀区流花街道武汉宾馆,37401.60156
广东省广州市越秀区梅花村街道共和大街,62334.89844
广东省广州市越秀区梅花村街金羊花园,53766.69922
广东省广州市越秀区农林下路,57676.60156
广东省广州市越秀区侨光路万艺广场,36476.30078
广东省广州市越秀区人民街道大新路,31728.19922
广东省广州市越秀区人民街道大新路小新街,30961
广东省广州市越秀区人民街道回龙路,37317.60156
广东省广州市越秀区人民街道万艺维福顿公寓,37405.10156
广东省广州市越秀区水均岗,59650.80078
广东省广州市越秀区水荫路,52081.89844
广东省广州市越秀区淘金东路御龙庭,43177.39844
广东省广州市越秀区淘金路,45243.89844
广东省广州市增城区荔城街中海城市广场,15572
广东省广州市增城区新塘镇大墩村,14273.2002
广东省广州市增城区新塘镇翡翠绿洲,16872
广东省广州市增城区新塘镇富丽园二街,16097.90039
广东省广州市增城区新塘镇尚东阳光,18909.80078
广东省广州市增城区新塘镇太平洋花园,18869.40039
广东省广州市增城区新塘镇西洲村,19183.5
广东省广州市增城区新塘镇西洲村豪门公寓,17980.19922
广东省广州市增城区增江街道碧桂园,17651.40039
广东省广州市增城区增江街道碧桂园荔园,15111.7998
广东省深圳市宝安区宝安大道与裕安一路交汇处卡罗社区,87286.29688
广东省深圳市宝安区宝民社区灶下村,51665.69922
广东省深圳市宝安区东方社区上头田新村,14848.2002
广东省深圳市宝安区福永街道星航华府,25031.90039
广东省深圳市宝安区福中福幸福海岸,70003.89844
广东省深圳市宝安区海华社区自由北小区,61885.69922
广东省深圳市宝安区航城街道南航明珠花园,19581.19922
广东省深圳市宝安区宏发世纪城,27384.19922
广东省深圳市宝安区鸿景园,40972.80078
广东省深圳市宝安区华润万家（宝安店）,56096.30078
广东省深圳市宝安区怀德公元,31374.90039
广东省深圳市宝安区金港华庭,52465
广东省深圳市宝安区金泓凯旋城,99787.79688
广东省深圳市宝安区灵芝新村新安街道,39547.19922
广东省深圳市宝安区满京华云著花园,22338.59961
广东省深圳市宝安区明玉路11号花样年花郡,77093
广东省深圳市宝安区荣泰园,15229.7002
广东省深圳市宝安区沙井西荟城,24905.90039
广东省深圳市宝安区沙井西荟城,24905.90039
广东省深圳市宝安区深航幸福花园,16010.2998
广东省深圳市宝安区石岩街道伊隆达工业园,15436.7002
广东省深圳市宝安区松岗街道碧头社区华都公寓,21993.40039
广东省深圳市宝安区松岗街道红星村温屋,17393.80078
广东省深圳市宝安区松茂・御龙湾,57433.30078
广东省深圳市宝安区松新石岗大楼,15470.2002
广东省深圳市宝安区泰华商业城,48182.80078
广东省深圳市宝安区潭头社区四村,17537.80078
广东省深圳市宝安区潭头社区四村,17537.80078
广东省深圳市宝安区塘尾社区蚝二佳仕泰科技园宿舍,17423.19922
广东省深圳市宝安区桃源居,51011
广东省深圳市宝安区万科・金色领域一期,29066.90039
广东省深圳市宝安区万象新天2期,22021.80078
广东省深圳市宝安区西乡街道我们家公寓（海湾家2号楼）,61129.19922
广东省深圳市宝安区新安街道35小区安乐花园,79950.20313
广东省深圳市宝安区新安街道甲岸村,55529.60156
广东省深圳市宝安区新安街道丽枫酒店（深圳海雅缤纷城店）,60602.10156
广东省深圳市宝安区星曜名城B栋,14205.5
广东省深圳市宝安区一尚领航优品酒店,29217.40039
广东省深圳市宝安区永丰社区六区,32612.30078
广东省深圳市福田区八卦四路意馨居,85955.20313
广东省深圳市福田区笔架山公园员工宿舍,63566.69922
广东省深圳市福田区碧华庭居翠园,55197.60156
广东省深圳市福田区东海国际公寓,76656.89844
广东省深圳市福田区福保街道红树福苑,66697.70313
广东省深圳市福田区福保街道明月花园,50981.69922
广东省深圳市福田区福滨新村,61725.30078
广东省深圳市福田区福港路西阳光城市,65859.39844
广东省深圳市福田区福华路维也纳酒店,58381.69922
广东省深圳市福田区福华新村,52571.30078
广东省深圳市福田区福宁街桐林公寓,60425.60156
广东省深圳市福田区福祥街2号1栋,58757.80078
广东省深圳市福田区海田路1008号,67213.5
广东省深圳市福田区华强北街道航苑大厦西座,50376.5
广东省深圳市福田区金地香蜜山,69232.20313
广东省深圳市福田区景田北景龙大厦,76933.5
广东省深圳市福田区景田天健花园,117660
广东省深圳市福田区莲花北村,62247.60156
广东省深圳市福田区莲花街道福莲花园,63355.19922
广东省深圳市福田区莲花街道景蜜村,132665
广东省深圳市福田区梅东三路半山御景,62402.30078
广东省深圳市福田区梅林街道兰江山第,77393.29688
广东省深圳市福田区梅林山水居,56064.80078
广东省深圳市福田区南园街道南园路232号工行公寓,43896
广东省深圳市福田区侨香村,80961.39844
广东省深圳市福田区沙嘴村一坊,44700.10156
广东省深圳市福田区上步中路盛夏公寓,51198.19922
广东省深圳市福田区上沙东村八巷,31772.30078
广东省深圳市福田区玮鹏花园,41931.80078
广东省深圳市福田区下梅林河背村,73313.39844
广东省深圳市福田区下沙村四坊,41835.80078
广东省深圳市福田区下沙花好园,46739.60156
广东省深圳市福田区香格里拉大酒店,84252.29688
广东省深圳市福田区香蜜新村东区,101714
广东省深圳市福田区香山美树苑,67779.39844
广东省深圳市福田区新世界・四季山水一期,47367.69922
广东省深圳市福田区新世界伟瑞酒店,59259
广东省深圳市福田区新洲花园,54907
广东省深圳市福田区新洲牌坊街雅庭精品酒店,56614.30078
广东省深圳市福田区新洲四街香江西苑,46284.39844
广东省深圳市福田区益田村,68729.89844
广东省深圳市福田区益田花园,68834.39844
广东省深圳市福田区益田花园豪园居,68834.39844
广东省深圳市福田区御锦公馆,46028.80078
广东省深圳市福田区园岭新村,96232.79688
广东省深圳市福田区园中花园,92846.10156
广东省深圳市福田区越众小区,78771
广东省深圳市福田区竹子林越海家园依山阁,59574.10156
广东省深圳市龙岗区百合星城二期,46532.89844
广东省深圳市龙岗区坂田街道荔园新村,21834.09961
广东省深圳市龙岗区布吉海心汇福园,29464.09961
广东省深圳市龙岗区布吉街道百合山庄,50460.5
广东省深圳市龙岗区布吉慢城,31596.69922
广东省深圳市龙岗区布吉新三村,46290.10156
广东省深圳市龙岗区布澜路尚峰花园,28435.69922
广东省深圳市龙岗区布龙路与吉华路交汇处万科麓城,31833.59961
广东省深圳市龙岗区大族河山,23098.90039
广东省深圳市龙岗区德兴花园德贵苑,57049
广东省深圳市龙岗区鼎尚华庭,18837.5
广东省深圳市龙岗区凤岐路金德丰雅居,20805
广东省深圳市龙岗区桂芳园八期,45978.80078
广东省深圳市龙岗区禾坪岗禾坪路5号,30331
广东省深圳市龙岗区和|村和|路3号,27456.5
广东省深圳市龙岗区华策中心城,23153.19922
广东省深圳市龙岗区华创云轩B座,36767.30078
广东省深圳市龙岗区华浩源,34353.80078
广东省深圳市龙岗区华为荔枝苑,38787.19922
广东省深圳市龙岗区回龙埔万科翰邻城,41212.60156
广东省深圳市龙岗区吉信街如家酒店,50294.30078
广东省深圳市龙岗区佳兆业・中央广场一期,31782.80078
广东省深圳市龙岗区家和花园南区,31947.80078
广东省深圳市龙岗区嘉霖・龙禧（龙禧雅苑）,33334.69922
广东省深圳市龙岗区金龙豪庭B栋,27915.40039
广东省深圳市龙岗区锦航酒店,23098.90039
广东省深圳市龙岗区龙城街道东方沁园,44823.60156
广东省深圳市龙岗区龙城街道万象天成,33105.5
广东省深圳市龙岗区龙岗街道宝能悦澜山,30851.90039
广东省深圳市龙岗区平湖山厦社区梨头廖,20736.40039
广东省深圳市龙岗区平湖特力商厦,30470.69922
广东省深圳市龙岗区全伟达工业园,31919
广东省深圳市龙岗区山厦社区南油花园,20805
广东省深圳市龙岗区上木古社区岭根吓,21816.30078
广东省深圳市龙岗区西环路八约1街龙富花园,41298.89844
广东省深圳市龙岗区新亚洲花园,33229.5
广东省深圳市龙岗区秀丽山庄,39348.30078
广东省深圳市龙岗区雪象花园新村,27606.09961
广东省深圳市龙岗区杨美社区长坑三区,32984.69922
广东省深圳市龙岗区远洋新干线君域花园,21410.5
广东省深圳市龙岗区嶂背步行街,31097
广东省深圳市龙岗区招商依山郡,43194.60156
广东省深圳市龙岗区中海康城,37492.30078
广东省深圳市龙岗区中骏四季阳光一期,21009.90039
广东省深圳市龙岗区中央悦城,45071.30078
广东省深圳市龙岗区卓然居,31907.59961
广东省深圳市南山区白石洲东四坊,147652
广东省深圳市南山区白石洲新堂花园,58787.69922
广东省深圳市南山区半岛城邦,99845.10156
广东省深圳市南山区大冲新城花园,65799.10156
广东省深圳市南山区大冲宿禾服务式公寓,76038.20313
广东省深圳市南山区大|1村,55348.60156
广东省深圳市南山区大新路23号艺华花园,52414.30078
广东省深圳市南山区登良花园,61549.89844
广东省深圳市南山区东方花园,156852
广东省深圳市南山区哈尔滨工业大学（深圳）宿舍楼,36191.60156
广东省深圳市南山区海岸明珠,69913.79688
广东省深圳市南山区海景嘉途酒店,97078.89844
广东省深圳市南山区汉庭优佳酒店（西丽地铁站店）,32007.30078
广东省深圳市南山区恒立心海湾花园,71144.20313
广东省深圳市南山区华侨城香山美墅,53897.60156
广东省深圳市南山区佳兆业前海广场,74842.5
广东省深圳市南山区锦绣花园,72729.20313
广东省深圳市南山区科技园华润城,92918.29688
广东省深圳市南山区雷公岭村,66333.20313
广东省深圳市南山区丽山路西湖林语,39455.10156
广东省深圳市南山区留仙大道4088号博林天瑞1期西北方向80米,39516.5
广东省深圳市南山区留仙居南A区,44054.30078
广东省深圳市南山区南光花园,59875.80078
广东省深圳市南山区南山街道现代城华庭,68500.79688
广东省深圳市南山区南山街道学府花园,52771.69922
广东省深圳市南山区南山街道阳光棕榈园,77617.79688
广东省深圳市南山区南山街道友邻公寓,53268.60156
广东省深圳市南山区南头街道麒麟花园,54577.60156
广东省深圳市南山区诺德假日花园,77859.70313
广东省深圳市南山区桑泰丹华府三期,33283.69922
广东省深圳市南山区沙河街道华侨城东组团小区,74333.60156
广东省深圳市南山区沙河街道沙河东路世纪村,161336
广东省深圳市南山区蛇口街道东角头港湾花园,79694.39844
广东省深圳市南山区蛇口街道豪方泽公寓,69705.60156
广东省深圳市南山区蛇口街道四海公寓,56854.30078
广东省深圳市南山区水木丹华,40785.69922
广东省深圳市南山区水木华庭,57213.60156
广东省深圳市南山区天鹅湖花园,68397.29688
广东省深圳市南山区万科云城一期,42304.80078
广东省深圳市南山区西海明珠,55542.80078
广东省深圳市南山区西海湾花园,70648
广东省深圳市南山区西丽街道德意名居,23246
广东省深圳市南山区西丽塘朗城,54336.89844
广东省深圳市南山区西丽阳光工业区,15070.59961
广东省深圳市南山区阳光华艺大厦B座,63504.80078
广东省深圳市南山区雍景轩赏湖阁,59557.69922
广东省深圳市南山区御景峰,54817.80078
广东省深圳市南山区招商街道沿山路63号,105206
广东省深圳市南山区中洲万豪酒店,73167.39844
广东省深圳市南山区珠光村西区,40241.10156
河南省南阳市城乡一体化示范区新店乡,9368.620117
河南省南阳市邓州市白牛镇,4907.660156
河南省南阳市邓州市龙堰乡,4220.479981
河南省南阳市邓州市文渠镇,5048.77002
河南省南阳市邓州市张楼乡,4997.459961
河南省南阳市方城县独树镇,4975.669922
河南省南阳市方城县拐河镇,6096.029785
河南省南阳市方城县清河乡,4241.220215
河南省南阳市方城县杨楼镇,5010.790039
河南省南阳市高新区北京路,7211.979981
河南省南阳市高新区明山路,9775.94043
河南省南阳市高新区中关村,7334.009766
河南省南阳市官庄工区赤虎办事处,4860.069824
河南省南阳市官庄工区赤虎街道,4210.200195
河南省南阳市官庄工区官庄镇,4210.200195
河南省南阳市罗山县周党镇杨冲村,5823.700195
河南省南阳市南湾风景管理区南湾街道谭庙村,5153.5
河南省南阳市南召县皇路店镇,6854.700195
河南省南阳市南召县太山庙乡,3606.149902
河南省南阳市内乡县灌涨镇,3143.399902
河南省南阳市平桥区平西街道龙江名邸,5544.120117
河南省南阳市平桥区肖店乡齐营村,4923.910156
河南省南阳市商城县赤城街道时代商贸城,4395.689941
河南省南阳市社旗县李店镇,5162.490234
河南省南阳市社旗县太和镇,5053.229981
河南省南阳市社旗县下洼镇,5171.910156
河南省南阳市社旗县朱集镇,5304.299805
河南省南阳市负忧金牛山街道,5164.310059
河南省南阳市负忧老城街道东方红大道怡和名门,7115.259766
河南省南阳市示范区白河街道办,6588.040039
河南省南阳市唐河县北京大道,5927.950195
河南省南阳市唐河县苍台镇,4428.609863
河南省南阳市唐河县古城乡,5032.75
河南省南阳市唐河县黑龙镇,5602.470215
河南省南阳市唐河县龙潭镇,4584.02002
河南省南阳市唐河县马振抚镇,5176.02002
河南省南阳市唐河县上屯镇,5536.02002
河南省南阳市唐河县少拜寺乡,5380.689941
河南省南阳市唐河县桐寨铺镇,5447.850098
河南省南阳市唐河县源潭镇,5317.299805
河南省南阳市桐柏县城关镇,5610.040039
河南省南阳市桐柏县城郊乡,4785.029785
河南省南阳市桐柏县淮源镇,5177.919922
河南省南阳市宛城区茶庵乡,8379.669922
河南省南阳市宛城区汉冶路,8880.419922
河南省南阳市宛城区黄台岗镇,8324.540039
河南省南阳市宛城区瓦店镇,5099.410156
河南省南阳市宛城区新华街道,11374.90039
河南省南阳市卧龙区光武街道,7208.100098
河南省南阳市卧龙区陆营镇,6856.399902
河南省南阳市卧龙区梅溪街道,9977.490234
河南省南阳市卧龙区梅溪街道办,10349.5
河南省南阳市卧龙区蒲山镇,7925.430176
河南省南阳市卧龙区七里园乡,8574.410156
河南省南阳市卧龙区七一街道办,9183.150391
河南省南阳市卧龙区石桥镇,6621.709961
河南省南阳市卧龙区卧龙岗街道办,8947.19043
河南省南阳市卧龙区武侯街道,8217.589844
河南省南阳市卧龙区英庄镇,5229.899902
河南省南阳市西峡县城关镇,5720.529785
河南省南阳市息县杨店乡永红村,5176.02002
河南省南阳市淅川县九重镇,5949.149902
河南省南阳市新野县汉华街道,4548.959961
河南省南阳市新野县前高庙乡,4583.129883
河南省南阳市新野县上港乡,4626.359863
河南省南阳市新野县施庵镇,4149.870117
河南省南阳市新野县王集镇,3815.850098
河南省南阳市新野县新甸铺镇,4626.359863
河南省南阳市镇平县北关村,5232.299805
河南省南阳市镇平县高丘镇,4424.959961
河南省南阳市镇平县郭庄乡,6278.080078
河南省南阳市镇平县侯集镇,6219.850098
河南省南阳市镇平县贾宋镇,5813.560059
河南省南阳市镇平县彭营乡,4889.609863
河南省南阳市镇平县雪枫办,3305.310059
河南省南阳市镇平县雪枫街道,3305.310059
河南省平顶山市宝丰县石桥镇,6371.830078
河南省平顶山市宝丰县周庄镇孙庄村,6680.169922
河南省平顶山市鲁山县老城大街,6544.830078
河南省平顶山市鲁山县鲁阳街道人民路中段172号院,6544.830078
河南省平顶山市卫东区建设路街道佳田B楼,5796.919922
河南省平顶山市卫东区优越路街道广厦综合楼,5980.080078
河南省平顶山市卫东区优越路街道园丁路食品公司家属院,6240.419922
河南省平顶山市新城区湖滨路街道常绿大阅城,7206.830078
河南省平顶山市新城区湖滨路街道湖光花园凤舞园,7828.669922
河南省平顶山市新华区光明路街道王庄村,7453.25
河南省平顶山市新华区湖滨路街道西太平,7058.419922
河南省平顶山市新华区矿工路街道乐福小区,6542.75
河南省平顶山市新华区矿工路街道平安家园,6122.830078
河南省平顶山市新华区曙光街街道嘉怡居,7055.75
河南省平顶山市新华区曙光街街道新华区政府家属院,5885.419922
河南省平顶山市新华区曙光街街道阳光花苑小区,7408.169922
河南省平顶山市新华区西高皇街道春华国际,5647.580078
河南省平顶山市新华区西高皇街道怡购城,6687.919922
河南省平顶山市新华区西花园小区,5950
